distance_m,rssi
1.867839529165043,-42.91474608373858
0.576486747158365,-28.357453365505524
6.803515545782043,-57.394499807170405
0.954066170254185,-31.697544978412004
1.9631566487508458,-39.210943448000506
3.407615009433817,-50.43281272016057
0.7070526358104058,-28.718740194851723
5.1908919654296,-58.380762658271124
0.921650453660945,-29.18208236934775
0.6211821283320195,-26.236436306576064
0.8179717681192079,-32.08619477864528
1.1939174397734322,-34.23042354932826
0.7234094663208077,-31.35356202311693
2.5048145678118408,-49.28755885916694
0.562266630516445,-20.385502199439514
1.1133468194674574,-33.575528204833866
13.170310580191453,-68.97013263735282
2.3272275450001403,-41.4226680268237
1.823132276903237,-42.22075491342913
1.8306801719967438,-38.747244186467015
1.2304672387462001,-42.59639532254327
5.150655012048515,-56.2558579670647
0.8542133804071463,-33.46661594844076
4.677475977547761,-64.0103127324791
1.474528295743724,-35.94627270938321
1.2793559175689624,-35.84197791953305
10.583248678988685,-65.23906688080862
1.9553222425111938,-44.3278779155598
2.5217216085580456,-47.02677062812466
0.6181049181471301,-18.27129188942805
1.9030571668892662,-48.504116212165194
0.9031457861861762,-25.122790396124277
2.20725632703149,-42.65204694603112
1.5307559782948383,-38.632092321530024
3.133091408306719,-49.246829271000315
1.9668019154455045,-45.220896762291204
2.0084568227990793,-46.927597005417184
3.9351611099101538,-53.129791247727795
4.627433155984386,-57.337931870946285
2.497446363234649,-47.27270511436947
6.065337629736753,-60.43755134047381
4.3546468314161775,-60.16708700106294
4.9366355475188035,-62.235389160544266
2.7829910106784452,-54.946092367180285
4.845767911313445,-58.613118870522435
1.5395787378045,-42.379126210031416
3.8596590700504314,-53.98886372019173
1.2892715696421653,-36.13984564458161
0.9785529508301632,-27.244760538846613
1.5146284121083702,-44.33628405240631
3.8196166795402897,-50.79298700896833
5.506214568781919,-55.08347968297555
2.9491128564173668,-58.103098941338835
3.7092944167565225,-54.91017866167734
4.161877643795876,-57.705135925646026
7.816018928248249,-63.73008046157979
0.581331570201934,-27.05533440084454
1.0879649087830923,-31.86864861552215
4.820085637900216,-52.223128476003524
1.689689954984614,-44.16376720766301
1.461387172980128,-41.73920620275615
0.600266476103914,-20.22311180512198
1.3921444515001336,-35.55003444817425
1.8123672981627235,-45.09562381739007
2.9227857014371175,-50.84648503768418
0.8344806834408373,-33.156185756926206
0.7756371769110859,-29.882380898185275
0.7160858712202873,-21.921442438123
2.812861575154233,-56.799211225585175
1.640843392017151,-42.385744501655324
2.412503644039541,-46.882413531848634
2.1053999757010917,-48.00997063723504
1.8716260237367797,-41.8957520064884
2.294425459088454,-49.33660612299349
7.782785457186756,-64.71933359410934
2.0052247726231363,-37.69183378838382
5.709636993681394,-51.4305648289461
1.2985293666270241,-34.70504108791032
1.2329969900539595,-38.262490174617
1.011578391737245,-32.6377319756025
0.6204166516742224,-30.22369364985161
5.879913769622278,-67.2148148254225
0.520325157088848,-25.79726408311344
1.754794396487014,-40.87632986449785
4.485813503556053,-51.57526928288474
0.6610985993781373,-26.461450225347658
3.425018440280163,-45.706570903034454
0.5630509165166785,-22.931483689691547
0.8547899564523853,-25.601941353013245
5.201253707391685,-51.987725885491145
1.3095434430429722,-38.51085265760684
1.674414606582862,-48.729257326775695
3.1986647967898234,-51.13567741056673
0.9547667090827476,-34.35343345604424
1.4206159811598518,-39.6181787634637
3.070341007921975,-51.354456013297195
0.6688306413001999,-33.096171368285454
2.5658102720332,-44.83314111153317
2.405393662086985,-50.08630453351594
7.105118230047663,-63.10280106562369
6.703841311841997,-60.30683465211604
4.047539161373679,-52.73381612552875
3.968699302353689,-50.85449145859277
6.896741601026961,-69.41658636716103
1.6674802175891479,-37.88988958142815
1.5535283876727985,-43.26549095914354
1.7700821541926024,-39.038005762658386
2.195519187113365,-51.07329913011857
4.307674959362165,-51.0186068437561
0.5946013374562339,-21.542288466450557
0.939781593148409,-27.468688540687694
4.757527305247504,-54.6999826861395
2.886049691177817,-52.19447870774343
4.447652040597611,-54.34749488934996
5.182161818748244,-53.34702708854735
2.1088945073148455,-45.478096977926754
1.0873807715987467,-26.655213529440907
3.2021882161638384,-55.84171001725352
1.0677796652352551,-33.60682735353682
3.7616431589975052,-50.63887820015606
4.630783837490955,-51.59311707829713
0.5828353944690714,-27.04134825281229
0.786100199208853,-31.0862700603558
1.3112181221878396,-31.00762638927656
1.0990533919783667,-38.38167172038078
0.781037602725199,-30.50097946674485
2.5401894360222252,-46.441669071441915
3.1302127142328406,-51.896995608777424
3.177716795985427,-48.10123067101604
2.707316789401809,-44.43886089336438
1.6840566826936323,-37.627289578041754
0.8113980665523164,-22.493908972264073
0.67809590367924,-18.918071145292465
2.2044748645466976,-44.53112047393792
3.0235184132264394,-55.94326919372806
1.2137355162461918,-30.91919634745967
0.5310590500315829,-21.149991913970585
9.195401625610463,-61.59237080804269
3.353341026647629,-51.09806948803056
6.300067123179149,-65.16847030906627
4.53820891033681,-55.960177598006375
2.6497078454772973,-54.30643684930067
1.343452432029208,-35.103119289100526
2.109761860800454,-45.62064345703448
1.6443054801102857,-41.394047578045566
2.3678299533090224,-44.930947845276734
1.0175153197105455,-31.574644051575326
7.794659009530621,-64.96652919619358
4.353885673675568,-52.84854802790286
1.9574694583320948,-45.435268801957136
4.035459012787048,-51.79943832222259
1.778864837013531,-43.273922890657865
3.5401897705008945,-53.44565149260121
0.6467578184210142,-21.692173199306456
0.5358386664041972,-17.298818033214026
4.354472348287327,-53.63477563735288
1.0483261517790932,-33.27722634736433
0.625728379106228,-27.392489859650492
0.6022599912433944,-30.086833142897056
1.3021836806648608,-37.46166180716975
5.134643244676651,-56.94922160011116
4.160434540959132,-54.669630423028636
0.9363281525207505,-28.353793759366347
0.6532783513911916,-27.91620941626793
4.535724285549339,-52.547585324893305
0.5395819849584144,-18.967966191434044
2.5067903071968125,-53.22773744081914
1.226726534614819,-33.870828469710055
1.2686218018018116,-30.069734635873466
4.162153622399741,-51.656391559087986
3.63404444923983,-45.92232434881243
8.327366802810015,-62.51978298069488
1.6133343914461518,-47.90516782724072
2.792920904063275,-49.447970126317045
4.887104282462456,-59.81235845114918
0.5864358877296306,-23.43329020413739
3.6941374272597045,-51.9019472316997
2.1957551751344937,-44.81510030082964
2.502435899836482,-45.13243766104651
0.6455581757781096,-22.784671814570846
3.020806285057631,-49.906031734043665
1.2794731056439406,-31.500881250381013
2.8040516910642603,-46.89210563215896
1.1865623121295905,-28.289512002071085
1.7463461442598749,-42.54752535277471
7.905463977539032,-61.500747809664674
2.4761175208010746,-52.10636850740112
1.8445346081140184,-46.58097671011401
4.043220746098076,-53.66575082956908
1.4601074878856188,-34.55364777415653
0.8818030290409189,-34.10454606551039
1.3204835262600834,-39.42015158671525
1.0552626272998302,-38.780606200720214
2.558377920452912,-49.42438558148811
5.016344847424456,-52.44034377354866
0.7290325945154528,-24.17176085170702
1.1174637102562412,-33.61593227301871
2.2414145624397537,-45.95577163099887
5.388537348756674,-65.28149175751884
5.140656289680884,-53.91296923549401
2.2886762837391332,-48.506593956883954
0.8272424960002847,-28.782029096883537
1.0778071847957902,-35.811527740501376
0.7859352748583814,-26.302511230568488
5.604098125909389,-64.99105743946788
1.1124784179128322,-33.573848562789216
0.5553128814139466,-24.44472343140051
2.096851201821271,-37.55932562640593
0.5292444230060536,-22.873195218569364
1.1981665462944562,-35.55876150617607
3.7668205738886837,-48.71762000226348
2.2272633786214593,-42.60119531248773
2.3887366077554084,-42.783586028145415
1.2225280137677201,-32.390342389392494
1.6889072043686784,-44.35703281024182
0.7551305371844955,-29.36956500615608
1.0592657758653725,-37.719130730004444
3.4063505122175486,-52.37387050954965
1.9901254491943252,-38.187694267693125
2.3787471998194567,-50.149441648755854
5.323394574600237,-54.110406579147195
0.874645979960875,-30.425902240228826
2.4904217762528,-44.71507212999996
4.541302730865538,-56.926826832271644
8.241657245241166,-58.628724485448785
2.0933610335368233,-41.59459833136203
0.7230210353673359,-25.582813021914088
1.2342858081652264,-42.56683403191404
1.2393558095542818,-37.78952101065687
1.1194911016225029,-36.654429583152115
1.2490492115323235,-33.609218907183774
2.7089102981378788,-53.66601863904217
1.1303471291343583,-39.035909540139635
0.9942504466162003,-30.509165001314628
0.6572082676670076,-28.28222799078195
4.495574253706872,-56.99351344115545
5.125022569108228,-52.61770931673898
0.9883682238655516,-28.777825558315808
1.2924283174443107,-38.168252978803764
0.9543355732189895,-28.1161478364115
0.7130393375347757,-25.158799919463565
3.3403463709287524,-46.829343763243166
0.6978756547852196,-21.841673659254244
3.149065951956763,-53.3070588373372
1.6994855247785625,-35.93437723566555
0.6678862414133905,-23.741175868962404
1.4725902945519311,-41.097388548800986
2.039042647684653,-41.90061127514231
3.7054490760418184,-51.08482321405635
1.376181293118588,-30.056643295049582
3.100677257008413,-50.56878446234309
3.3653416615417537,-56.53905681021904
2.617266621108693,-46.63048440979313
4.531476813919433,-52.177828124933555
3.248959876015311,-58.085621233260746
0.7672388492492925,-22.473909984661702
1.8935386442393223,-41.54626760815264
0.9442212613515423,-23.978131848321823
2.5440077640857175,-43.30098014934613
0.6152361530771518,-40.63790247012463
3.9943188567214243,-50.98551645805922
2.558739633730527,-40.10114890970502
1.0820597399144478,-36.28632756042179
2.393518588570106,-55.46352615181374
2.4838987135963726,-51.03355635174454
0.940753377006057,-32.89603645546785
1.7654717650364005,-42.83160915838962
1.468713728321248,-35.72684137484847
4.091672902534544,-48.197554784937765
1.2423207082158891,-34.947129747046446
4.205830794282404,-51.51410860300482
9.711953142881386,-69.2224340955947
2.8650426176961017,-50.34443792138581
0.6379211002938305,-32.29884513640483
4.86254463139696,-55.417943520744004
2.67651537813768,-44.54032479868584
1.1291883661476207,-41.5024260587194
4.378500444219801,-53.88776219481271
0.5031303097325074,-16.593072378412046
1.5295634678871501,-36.96229771687601
1.861154694753308,-43.31399326078274
5.427023313626869,-57.45239851358593
6.98695499409681,-67.80579123024249
1.7444103154852642,-43.44099825206944
1.705049735583359,-41.567601206932586
0.8551429296037911,-29.210083431299516
0.8600011128096094,-27.194572996439756
2.9950246566172476,-53.74253629524597
1.302437631632505,-35.30333645910122
1.8806717748626456,-45.229486940447266
6.986955582959195,-55.947493381191094
2.0967678437381045,-51.264755879595846
0.8264679391396752,-28.144794803704453
2.190038203947574,-43.831806250756
1.058487034731184,-32.85315488073959
1.8086416992080259,-38.59220712966822
0.9541642636597032,-23.892310215512865
0.6099748296734311,-36.344591915744815
0.7011277071505662,-23.496362979469666
2.7119010121876728,-48.43958245290396
5.3254842539312595,-51.57019639094504
2.311804600605453,-45.200339686404305
4.274534327222604,-52.98185895691564
0.5505636417137784,-25.42912101711257
4.662640629633528,-52.73358262263803
1.1079632122632295,-37.018730217559956
0.7946747878389755,-30.8587413550778
2.3509266328478065,-52.09361807272304
1.053003793525171,-34.02425568895006
1.6310320991771072,-39.639316648370134
1.1160235149677007,-27.195874300350383
2.5319064643790883,-53.26653896289349
4.337752650700541,-58.49626302557732
6.944458233793995,-62.603884846861035
2.8209728564293077,-47.81491805006821
0.5054021028318418,-22.89284129370821
3.2444907020854865,-55.53283109228709
1.5464741336401353,-36.31304615521812
2.3721022085239607,-51.39679224766971
4.1253561053304555,-57.00224356557597
0.5433475598134019,-22.614044883541727
5.125395155463517,-54.38260408800623
1.6596442607757378,-43.418942905796555
3.6789269597574616,-59.50607784796183
3.1019464065306743,-48.40072363058084
1.314181807338007,-42.91969952744227
3.63657755595279,-53.45481970422225
2.7688852703894726,-51.97262448805362
2.5446544714188097,-51.47842735245821
0.5051045185860445,-23.103461145404008
0.6274014749306082,-26.980649979737063
1.3991789778625967,-35.015169873160986
